operation,ok,latencyMs,statusCode,error
q12,True,325.626,200,
q12,True,326.273,200,
q12,True,327.375,200,
q12,True,343.903,200,
q12,True,303.151,200,
q12,True,306.139,200,
q12,True,305.767,200,
q12,True,310.582,200,
q12,True,273.116,200,
q12,True,278.74,200,
q12,True,253.591,200,
q12,True,296.103,200,
q12,True,289.016,200,
q12,True,288.998,200,
q12,True,291.528,200,
q12,True,280.902,200,
q12,True,308.443,200,
q12,True,308.556,200,
q12,True,315.075,200,
q12,True,316.375,200,
