operation,ok,latencyMs,statusCode,error
q1,True,1486.631,200,
q1,True,1486.485,200,
q1,True,1486.452,200,
q1,True,2006.415,200,
q1,True,1287.553,200,
q1,True,1291.49,200,
q1,True,1316.205,200,
q1,True,1978.059,200,
q1,True,1289.179,200,
q1,True,1299.315,200,
q1,True,1289.6,200,
q1,True,1265.009,200,
q1,True,1266.044,200,
q1,True,1262.336,200,
q1,True,1930.372,200,
q1,True,1265.194,200,
q1,True,1256.032,200,
q1,True,1282.341,200,
q1,True,1720.368,200,
q1,True,1075.836,200,
