testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,tps
TPC-C payment Concurrent Transaction Test SF0.1,tpcc,payment,0.1,4,20,20,0,34.357,44.289,47.798,22.232,107.451,2026-07-13T00:25:42+08:00,2026-07-13T00:25:43+08:00,0.186,http://localhost:8080/api/tpcc/payment,107.451
