testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,qps
TPC-H Q1 Concurrent Query Test SF0.1,tpch,q1,0.1,4,20,20,0,184.648,242.26,263.664,145.19,19.805,2026-07-13T00:25:40+08:00,2026-07-13T00:25:41+08:00,1.01,http://localhost:8080/api/tpch/q1?shipDate=1998-09-02,19.805
