operation,ok,latencyMs,statusCode,error
q14,True,160.839,200,
q14,True,162.243,200,
q14,True,162.847,200,
q14,True,163.553,200,
q14,True,155.982,200,
q14,True,158.93,200,
q14,True,158.156,200,
q14,True,158.095,200,
q14,True,148.633,200,
q14,True,153.396,200,
q14,True,152.036,200,
q14,True,152.013,200,
q14,True,147.798,200,
q14,True,152.085,200,
q14,True,150.138,200,
q14,True,149.912,200,
q14,True,159.318,200,
q14,True,162.651,200,
q14,True,162.295,200,
q14,True,164.629,200,
