testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,tps
TPC-C new-order Concurrent Transaction Test SF0.1,tpcc,new-order,0.1,4,20,20,0,52.562,99.803,112.713,20.622,71.755,2026-07-13T00:25:42+08:00,2026-07-13T00:25:42+08:00,0.279,http://localhost:8080/api/tpcc/new-order,71.755
