testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,qps
TPC-H Q5 Concurrent Query Test SF0.1,tpch,q5,0.1,4,20,20,0,37.891,60.526,61.621,23.178,95.976,2026-07-13T00:25:41+08:00,2026-07-13T00:25:41+08:00,0.208,http://localhost:8080/api/tpch/q5?regionName=ASIA&startDate=1994-01-01&endDate=1995-01-01,95.976
