testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,qps
TPC-H Q14 Concurrent Query Test SF0.6,tpch,q14,0.6,4,20,20,0,156.777,163.607,164.629,147.798,25.432,2026-07-13T21:35:39+08:00,2026-07-13T21:35:40+08:00,0.786,http://localhost:8080/api/tpch/q14?month=1995-09-01,25.432
