testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,tps
TPC-C new-order Concurrent Transaction Test SFcourse-minimal,tpcc,new-order,course-minimal,4,20,20,0,103.586,204.892,224.163,53.255,36.551,2026-07-13T21:36:38+08:00,2026-07-13T21:36:38+08:00,0.547,http://localhost:8080/api/tpcc/new-order,36.551
