operation,ok,latencyMs,statusCode,error
q14,True,20.2,200,
q14,True,22.041,200,
q14,True,22.781,200,
q14,True,14.779,200,
q14,True,17.214,200,
q14,True,39.708,200,
q14,True,14.053,200,
q14,True,18.538,200,
q14,True,35.201,200,
q14,True,16.665,200,
q14,True,15.919,200,
q14,True,15.916,200,
q14,True,16.254,200,
q14,True,16.637,200,
q14,True,15.984,200,
q14,True,15.554,200,
q14,True,15.975,200,
q14,True,15.721,200,
q14,True,15.662,200,
q14,True,15.537,200,
