operation,ok,latencyMs,statusCode,error
q12,True,35.216,200,
q12,True,36.59,200,
q12,True,37.244,200,
q12,True,36.658,200,
q12,True,22.771,200,
q12,True,25.918,200,
q12,True,25.996,200,
q12,True,26.157,200,
q12,True,25.081,200,
q12,True,26.021,200,
q12,True,25.93,200,
q12,True,42.488,200,
q12,True,24.511,200,
q12,True,27.722,200,
q12,True,25.798,200,
q12,True,45.939,200,
q12,True,23.819,200,
q12,True,26.719,200,
q12,True,23.038,200,
q12,True,22.772,200,
