testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,qps
TPC-H Q14 Concurrent Query Test SF0.1,tpch,q14,0.1,4,20,20,0,19.017,35.427,39.708,14.053,191.746,2026-07-13T00:25:42+08:00,2026-07-13T00:25:42+08:00,0.104,http://localhost:8080/api/tpch/q14?month=1995-09-01,191.746
