testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,qps
TPC-H Q5 Concurrent Query Test SF0.6,tpch,q5,0.6,4,20,20,0,753.813,1958.134,1958.979,432.819,5.303,2026-07-13T21:35:33+08:00,2026-07-13T21:35:37+08:00,3.771,http://localhost:8080/api/tpch/q5?regionName=ASIA&startDate=1994-01-01&endDate=1995-01-01,5.303
