testName,testType,operation,scaleFactor,threadCount,totalRequests,successCount,failCount,avgLatencyMs,p95LatencyMs,maxLatencyMs,minLatencyMs,throughput,startedAt,endedAt,elapsedSeconds,targetUrl,tps
TPC-C payment Concurrent Transaction Test SFcourse-minimal,tpcc,payment,course-minimal,4,20,20,0,52.184,70.474,70.678,31.655,70.79,2026-07-13T21:36:38+08:00,2026-07-13T21:36:38+08:00,0.283,http://localhost:8080/api/tpcc/payment,70.79
